timestamp,mast,rssi
1274,Tower7,-122.49
1274,Tower2,-123.91
1274,Tower3,-136.78
1274,Tower1,-131.63
1274,Tower4,-128.81
1274,Tower5,-130.5
1274,Tower6,-137.57
1274,Tower8,-132.86
1274,Tower9,-131.38
1274,Tower10,-131.9
1275,Tower7,-122.72
1275,Tower2,-123.56
1275,Tower3,-137.22
1275,Tower1,-131.65
1275,Tower4,-128.3
1275,Tower5,-129.82
1275,Tower6,-137.09
1275,Tower8,-131.89
1275,Tower9,-130.63
1275,Tower10,-131.14
1276,Tower7,-117.44
1276,Tower2,-122.55
1276,Tower3,-131.59
1276,Tower1,-131.62
1276,Tower4,-130.04
1276,Tower5,-131.25
1276,Tower6,-138.03
1276,Tower8,-132.17
1276,Tower9,-126.64
1276,Tower10,-131.85
1277,Tower7,-122.67
1277,Tower2,-124.17
1277,Tower3,-136.95
1277,Tower1,-131.81
1277,Tower4,-129.3
1277,Tower5,-130.01
1277,Tower6,-138.36
1277,Tower8,-131.66
1277,Tower9,-130.65
1277,Tower10,-132.95
1278,Tower7,-123.3
1278,Tower2,-124.91
1278,Tower3,-137.64
1278,Tower1,-130.55
1278,Tower4,-129.18
1278,Tower5,-131.48
1278,Tower6,-137.9
1278,Tower8,-132.78
1278,Tower9,-131.51
1278,Tower10,-137.09
1279,Tower7,-123.18
1279,Tower2,-124.74
1279,Tower3,-136.59
1279,Tower1,-131.47
1279,Tower4,-129.44
1279,Tower5,-130.79
1279,Tower6,-137.55
1279,Tower8,-131.1
1279,Tower9,-130.45
1279,Tower10,-131.93
1280,Tower7,-122.24
1280,Tower2,-124.38
1280,Tower3,-137.91
1280,Tower1,-131.85
1280,Tower4,-130.03
1280,Tower5,-129.82
1280,Tower6,-136.91
1280,Tower8,-131.56
1280,Tower9,-130.39
1280,Tower10,-131.78
1281,Tower7,-121.89
1281,Tower2,-118.77
1281,Tower3,-137.99
1281,Tower1,-130.74
1281,Tower4,-128.77
1281,Tower5,-130.76
1281,Tower6,-137.85
1281,Tower8,-132.58
1281,Tower9,-130.1
1281,Tower10,-131.68
1282,Tower7,-123.22
1282,Tower2,-123.28
1282,Tower3,-138.46
1282,Tower1,-131.8
1282,Tower4,-129.26
1282,Tower5,-130.83
1282,Tower6,-137.76
1282,Tower8,-132.31
1282,Tower9,-129.9
1282,Tower10,-132.26
1283,Tower7,-122.36
1283,Tower2,-123.0
1283,Tower3,-137.69
1283,Tower1,-131.65
1283,Tower4,-128.87
1283,Tower5,-130.84
1283,Tower6,-137.18
1283,Tower8,-131.63
1283,Tower9,-131.39
1283,Tower10,-132.29
1284,Tower7,-123.78
1284,Tower2,-123.67
1284,Tower3,-136.74
1284,Tower1,-131.72
1284,Tower4,-129.69
1284,Tower5,-136.09
1284,Tower6,-138.02
1284,Tower8,-132.18
1284,Tower9,-131.2
1284,Tower10,-132.52
1285,Tower7,-123.2
1285,Tower2,-124.15
1285,Tower3,-137.75
1285,Tower1,-130.18
1285,Tower4,-129.41
1285,Tower5,-130.21
1285,Tower6,-132.44
1285,Tower8,-132.49
1285,Tower9,-130.95
1285,Tower10,-132.36
1286,Tower7,-122.08
1286,Tower2,-122.82
1286,Tower3,-137.92
1286,Tower1,-131.1
1286,Tower4,-130.17
1286,Tower5,-131.25
1286,Tower6,-137.38
1286,Tower8,-132.16
1286,Tower9,-130.93
1286,Tower10,-132.82
1287,Tower7,-123.21
1287,Tower2,-123.66
1287,Tower3,-137.51
1287,Tower1,-131.82
1287,Tower4,-129.06
1287,Tower5,-130.16
1287,Tower6,-137.1
1287,Tower8,-131.99
1287,Tower9,-130.35
1287,Tower10,-131.58
1288,Tower7,-122.43
1288,Tower2,-122.27
1288,Tower3,-143.46
1288,Tower1,-131.08
1288,Tower4,-129.9
1288,Tower5,-126.27
1288,Tower6,-138.13
1288,Tower8,-131.65
1288,Tower9,-131.88
1288,Tower10,-132.59
1289,Tower7,-123.63
1289,Tower2,-124.42
1289,Tower3,-137.67
1289,Tower1,-130.54
1289,Tower4,-129.93
1289,Tower5,-131.21
1289,Tower6,-137.61
1289,Tower8,-131.37
1289,Tower9,-130.76
1289,Tower10,-131.6
1290,Tower7,-123.67
1290,Tower2,-124.08
1290,Tower3,-137.55
1290,Tower1,-132.48
1290,Tower4,-129.93
1290,Tower5,-130.73
1290,Tower6,-136.79
1290,Tower8,-133.09
1290,Tower9,-131.69
1290,Tower10,-131.65
1291,Tower7,-122.94
1291,Tower2,-122.95
1291,Tower3,-137.26
1291,Tower1,-130.31
1291,Tower4,-128.72
1291,Tower5,-130.33
1291,Tower6,-137.54
1291,Tower8,-131.49
1291,Tower9,-131.39
1291,Tower10,-131.77
1292,Tower7,-121.65
1292,Tower2,-123.06
1292,Tower3,-137.65
1292,Tower1,-130.74
1292,Tower4,-130.29
1292,Tower5,-130.05
1292,Tower6,-137.35
1292,Tower8,-131.72
1292,Tower9,-129.92
1292,Tower10,-131.08
1293,Tower7,-122.01
1293,Tower2,-123.92
1293,Tower3,-132.64
1293,Tower1,-132.08
1293,Tower4,-129.12
1293,Tower5,-130.65
1293,Tower6,-136.47
1293,Tower8,-132.33
1293,Tower9,-130.04
1293,Tower10,-131.94
1294,Tower7,-123.56
1294,Tower2,-124.12
1294,Tower3,-138.12
1294,Tower1,-131.9
1294,Tower4,-129.27
1294,Tower5,-130.81
1294,Tower6,-137.76
1294,Tower8,-132.21
1294,Tower9,-129.76
1294,Tower10,-131.43
1295,Tower7,-123.02
1295,Tower2,-123.38
1295,Tower3,-136.71
1295,Tower1,-131.84
1295,Tower4,-129.75
1295,Tower5,-132.07
1295,Tower6,-141.98
1295,Tower8,-132.13
1295,Tower9,-130.3
1295,Tower10,-132.0
1296,Tower7,-122.54
1296,Tower2,-123.69
1296,Tower3,-136.99
1296,Tower1,-131.61
1296,Tower4,-124.01
1296,Tower5,-131.05
1296,Tower6,-139.03
1296,Tower8,-132.76
1296,Tower9,-129.23
1296,Tower10,-131.49
1297,Tower7,-123.69
1297,Tower2,-123.48
1297,Tower3,-136.87
1297,Tower1,-130.92
1297,Tower4,-129.14
1297,Tower5,-130.77
1297,Tower6,-136.62
1297,Tower8,-132.66
1297,Tower9,-131.36
1297,Tower10,-131.86
1298,Tower7,-122.92
1298,Tower2,-123.54
1298,Tower3,-137.5
1298,Tower1,-131.87
1298,Tower4,-128.75
1298,Tower5,-130.06
1298,Tower6,-137.42
1298,Tower8,-126.47
1298,Tower9,-131.74
1298,Tower10,-126.46
1299,Tower7,-123.46
1299,Tower2,-123.93
1299,Tower3,-136.44
1299,Tower1,-132.01
1299,Tower4,-128.26
1299,Tower5,-131.53
1299,Tower6,-137.73
1299,Tower8,-132.0
1299,Tower9,-126.62
1299,Tower10,-132.35
1300,Tower7,-122.18
1300,Tower2,-122.95
1300,Tower3,-137.43
1300,Tower1,-130.96
1300,Tower4,-129.92
1300,Tower5,-130.99
1300,Tower6,-137.62
1300,Tower8,-132.8
1300,Tower9,-131.39
1300,Tower10,-131.83
1301,Tower7,-117.53
1301,Tower2,-123.68
1301,Tower3,-136.81
1301,Tower1,-131.81
1301,Tower4,-128.73
1301,Tower5,-131.04
1301,Tower6,-137.73
1301,Tower8,-131.45
1301,Tower9,-130.52
1301,Tower10,-131.79
1302,Tower7,-121.79
1302,Tower2,-124.75
1302,Tower3,-137.51
1302,Tower1,-131.49
1302,Tower4,-124.43
1302,Tower5,-131.61
1302,Tower6,-138.42
1302,Tower8,-131.86
1302,Tower9,-130.71
1302,Tower10,-132.02
1303,Tower7,-122.31
1303,Tower2,-124.13
1303,Tower3,-138.05
1303,Tower1,-132.37
1303,Tower4,-128.64
1303,Tower5,-130.56
1303,Tower6,-137.14
1303,Tower8,-132.62
1303,Tower9,-130.63
1303,Tower10,-131.6
1304,Tower7,-122.63
1304,Tower2,-118.96
1304,Tower3,-136.93
1304,Tower1,-130.45
1304,Tower4,-128.54
1304,Tower5,-130.2
1304,Tower6,-142.54
1304,Tower8,-132.03
1304,Tower9,-131.17
1304,Tower10,-131.14
1305,Tower7,-122.29
1305,Tower2,-124.11
1305,Tower3,-137.46
1305,Tower1,-130.86
1305,Tower4,-129.38
1305,Tower5,-131.78
1305,Tower6,-137.09
1305,Tower8,-131.85
1305,Tower9,-130.84
1305,Tower10,-132.0
1306,Tower7,-122.31
1306,Tower2,-124.29
1306,Tower3,-137.24
1306,Tower1,-131.73
1306,Tower4,-128.91
1306,Tower5,-131.3
1306,Tower6,-137.42
1306,Tower8,-131.49
1306,Tower9,-130.99
1306,Tower10,-132.34
1307,Tower7,-122.86
1307,Tower2,-124.49
1307,Tower3,-137.17
1307,Tower1,-130.64
1307,Tower4,-129.71
1307,Tower5,-131.52
1307,Tower6,-137.45
1307,Tower8,-133.1
1307,Tower9,-131.92
1307,Tower10,-131.49
1308,Tower7,-123.57
1308,Tower2,-124.08
1308,Tower3,-138.19
1308,Tower1,-131.17
1308,Tower4,-129.58
1308,Tower5,-131.02
1308,Tower6,-137.84
1308,Tower8,-132.03
1308,Tower9,-130.44
1308,Tower10,-138.13
1309,Tower7,-123.52
1309,Tower2,-123.69
1309,Tower3,-136.54
1309,Tower1,-131.05
1309,Tower4,-129.27
1309,Tower5,-130.1
1309,Tower6,-137.67
1309,Tower8,-131.73
1309,Tower9,-131.34
1309,Tower10,-131.28
1310,Tower7,-121.75
1310,Tower2,-124.42
1310,Tower3,-137.12
1310,Tower1,-130.84
1310,Tower4,-127.95
1310,Tower5,-131.14
1310,Tower6,-137.77
1310,Tower8,-131.94
1310,Tower9,-130.46
1310,Tower10,-131.39
1311,Tower7,-122.71
1311,Tower2,-123.09
1311,Tower3,-138.1
1311,Tower1,-130.79
1311,Tower4,-129.58
1311,Tower5,-131.66
1311,Tower6,-138.13
1311,Tower8,-132.48
1311,Tower9,-131.32
1311,Tower10,-132.28
1312,Tower7,-123.44
1312,Tower2,-122.69
1312,Tower3,-136.85
1312,Tower1,-131.34
1312,Tower4,-128.17
1312,Tower5,-131.04
1312,Tower6,-139.04
1312,Tower8,-133.26
1312,Tower9,-130.93
1312,Tower10,-131.67
1313,Tower7,-124.11
1313,Tower2,-123.2
1313,Tower3,-136.68
1313,Tower1,-131.35
1313,Tower4,-129.48
1313,Tower5,-130.72
1313,Tower6,-137.62
1313,Tower8,-131.78
1313,Tower9,-130.6
1313,Tower10,-132.09
1314,Tower7,-122.3
1314,Tower2,-123.35
1314,Tower3,-137.4
1314,Tower1,-132.26
1314,Tower4,-129.74
1314,Tower5,-129.44
1314,Tower6,-136.39
1314,Tower8,-132.23
1314,Tower9,-130.76
1314,Tower10,-131.76
1315,Tower7,-121.96
1315,Tower2,-123.98
1315,Tower3,-142.36
1315,Tower1,-131.71
1315,Tower4,-129.62
1315,Tower5,-131.69
1315,Tower6,-138.14
1315,Tower8,-131.98
1315,Tower9,-131.38
1315,Tower10,-132.23
1316,Tower7,-122.74
1316,Tower2,-124.23
1316,Tower3,-137.95
1316,Tower1,-131.07
1316,Tower4,-130.51
1316,Tower5,-129.6
1316,Tower6,-137.95
1316,Tower8,-132.62
1316,Tower9,-131.09
1316,Tower10,-131.94
1317,Tower7,-124.22
1317,Tower2,-124.05
1317,Tower3,-137.01
1317,Tower1,-130.22
1317,Tower4,-129.32
1317,Tower5,-131.66
1317,Tower6,-137.96
1317,Tower8,-130.68
1317,Tower9,-131.18
1317,Tower10,-130.82
1318,Tower7,-122.45
1318,Tower2,-123.08
1318,Tower3,-137.85
1318,Tower1,-131.68
1318,Tower4,-129.81
1318,Tower5,-130.58
1318,Tower6,-138.15
1318,Tower8,-132.81
1318,Tower9,-131.56
1318,Tower10,-131.71
1319,Tower7,-128.64
1319,Tower2,-123.38
1319,Tower3,-137.76
1319,Tower1,-130.52
1319,Tower4,-129.68
1319,Tower5,-130.33
1319,Tower6,-136.99
1319,Tower8,-132.34
1319,Tower9,-135.31
1319,Tower10,-137.52
1320,Tower7,-121.92
1320,Tower2,-123.57
1320,Tower3,-137.27
1320,Tower1,-131.97
1320,Tower4,-129.81
1320,Tower5,-130.55
1320,Tower6,-137.97
1320,Tower8,-131.57
1320,Tower9,-129.95
1320,Tower10,-131.39
1321,Tower7,-117.89
1321,Tower2,-124.46
1321,Tower3,-137.83
1321,Tower1,-130.95
1321,Tower4,-128.89
1321,Tower5,-131.85
1321,Tower6,-138.05
1321,Tower8,-136.92
1321,Tower9,-129.4
1321,Tower10,-131.05
1322,Tower7,-122.35
1322,Tower2,-123.25
1322,Tower3,-136.63
1322,Tower1,-131.55
1322,Tower4,-129.35
1322,Tower5,-130.64
1322,Tower6,-136.92
1322,Tower8,-133.04
1322,Tower9,-130.85
1322,Tower10,-132.36
1323,Tower7,-123.08
1323,Tower2,-122.97
1323,Tower3,-136.93
1323,Tower1,-131.08
1323,Tower4,-128.69
1323,Tower5,-131.63
1323,Tower6,-137.06
1323,Tower8,-131.24
1323,Tower9,-130.52
1323,Tower10,-132.74
1324,Tower7,-122.99
1324,Tower2,-124.7
1324,Tower3,-136.89
1324,Tower1,-131.65
1324,Tower4,-128.71
1324,Tower5,-131.69
1324,Tower6,-138.17
1324,Tower8,-132.44
1324,Tower9,-125.99
1324,Tower10,-131.01
1325,Tower7,-122.15
1325,Tower2,-124.8
1325,Tower3,-137.54
1325,Tower1,-131.86
1325,Tower4,-124.96
1325,Tower5,-130.84
1325,Tower6,-138.85
1325,Tower8,-132.16
1325,Tower9,-132.52
1325,Tower10,-132.22
1326,Tower7,-127.63
1326,Tower2,-123.44
1326,Tower3,-136.99
1326,Tower1,-130.42
1326,Tower4,-130.27
1326,Tower5,-130.22
1326,Tower6,-137.45
1326,Tower8,-130.93
1326,Tower9,-131.87
1326,Tower10,-126.51
1327,Tower7,-121.64
1327,Tower2,-123.57
1327,Tower3,-138.0
1327,Tower1,-130.83
1327,Tower4,-130.44
1327,Tower5,-130.31
1327,Tower6,-138.15
1327,Tower8,-132.81
1327,Tower9,-130.09
1327,Tower10,-132.33
1328,Tower7,-122.14
1328,Tower2,-124.01
1328,Tower3,-137.72
1328,Tower1,-136.32
1328,Tower4,-129.22
1328,Tower5,-130.97
1328,Tower6,-135.44
1328,Tower8,-132.27
1328,Tower9,-131.59
1328,Tower10,-132.05
1329,Tower7,-122.22
1329,Tower2,-124.57
1329,Tower3,-138.28
1329,Tower1,-131.74
1329,Tower4,-130.8
1329,Tower5,-131.31
1329,Tower6,-136.39
1329,Tower8,-131.76
1329,Tower9,-131.16
1329,Tower10,-132.27
1330,Tower7,-122.12
1330,Tower2,-123.86
1330,Tower3,-137.37
1330,Tower1,-130.55
1330,Tower4,-129.15
1330,Tower5,-130.03
1330,Tower6,-137.54
1330,Tower8,-131.95
1330,Tower9,-130.84
1330,Tower10,-132.63
1331,Tower7,-122.42
1331,Tower2,-124.22
1331,Tower3,-138.11
1331,Tower1,-130.98
1331,Tower4,-129.45
1331,Tower5,-131.01
1331,Tower6,-137.79
1331,Tower8,-131.54
1331,Tower9,-130.99
1331,Tower10,-131.15
1332,Tower7,-122.24
1332,Tower2,-123.12
1332,Tower3,-137.95
1332,Tower1,-131.11
1332,Tower4,-128.83
1332,Tower5,-130.66
1332,Tower6,-136.39
1332,Tower8,-132.27
1332,Tower9,-131.57
1332,Tower10,-132.53
1333,Tower7,-122.34
1333,Tower2,-123.63
1333,Tower3,-137.0
1333,Tower1,-131.02
1333,Tower4,-127.77
1333,Tower5,-131.34
1333,Tower6,-137.89
1333,Tower8,-132.09
1333,Tower9,-130.68
1333,Tower10,-132.31
1334,Tower7,-122.43
1334,Tower2,-128.38
1334,Tower3,-136.95
1334,Tower1,-132.09
1334,Tower4,-129.65
1334,Tower5,-131.69
1334,Tower6,-136.86
1334,Tower8,-131.69
1334,Tower9,-130.82
1334,Tower10,-132.45
1335,Tower7,-123.39
1335,Tower2,-124.16
1335,Tower3,-137.02
1335,Tower1,-131.18
1335,Tower4,-128.56
1335,Tower5,-131.13
1335,Tower6,-137.54
1335,Tower8,-131.76
1335,Tower9,-130.25
1335,Tower10,-132.9
1336,Tower7,-123.34
1336,Tower2,-124.01
1336,Tower3,-137.45
1336,Tower1,-136.63
1336,Tower4,-129.48
1336,Tower5,-130.54
1336,Tower6,-137.74
1336,Tower8,-132.14
1336,Tower9,-131.03
1336,Tower10,-131.21
1337,Tower7,-122.97
1337,Tower2,-124.2
1337,Tower3,-137.58
1337,Tower1,-130.43
1337,Tower4,-130.4
1337,Tower5,-130.53
1337,Tower6,-137.61
1337,Tower8,-131.28
1337,Tower9,-130.71
1337,Tower10,-130.66
1338,Tower7,-123.59
1338,Tower2,-123.81
1338,Tower3,-137.35
1338,Tower1,-130.96
1338,Tower4,-129.74
1338,Tower5,-130.34
1338,Tower6,-137.46
1338,Tower8,-131.98
1338,Tower9,-129.83
1338,Tower10,-131.68
1339,Tower7,-121.98
1339,Tower2,-122.59
1339,Tower3,-137.39
1339,Tower1,-131.21
1339,Tower4,-130.01
1339,Tower5,-130.55
1339,Tower6,-137.17
1339,Tower8,-131.97
1339,Tower9,-130.79
1339,Tower10,-132.38
1340,Tower7,-122.81
1340,Tower2,-123.8
1340,Tower3,-136.97
1340,Tower1,-132.0
1340,Tower4,-129.8
1340,Tower5,-131.58
1340,Tower6,-136.42
1340,Tower8,-131.82
1340,Tower9,-130.95
1340,Tower10,-131.5
1341,Tower7,-123.01
1341,Tower2,-123.73
1341,Tower3,-138.2
1341,Tower1,-131.55
1341,Tower4,-129.58
1341,Tower5,-130.45
1341,Tower6,-138.3
1341,Tower8,-132.65
1341,Tower9,-130.34
1341,Tower10,-131.2
1342,Tower7,-122.54
1342,Tower2,-124.72
1342,Tower3,-137.11
1342,Tower1,-127.03
1342,Tower4,-129.86
1342,Tower5,-130.77
1342,Tower6,-136.59
1342,Tower8,-131.72
1342,Tower9,-126.34
1342,Tower10,-131.56
1343,Tower7,-122.18
1343,Tower2,-123.2
1343,Tower3,-136.77
1343,Tower1,-131.72
1343,Tower4,-130.09
1343,Tower5,-130.93
1343,Tower6,-137.26
1343,Tower8,-137.43
1343,Tower9,-130.54
1343,Tower10,-131.58
1344,Tower7,-121.66
1344,Tower2,-124.92
1344,Tower3,-137.44
1344,Tower1,-129.87
1344,Tower4,-129.49
1344,Tower5,-130.33
1344,Tower6,-138.21
1344,Tower8,-131.64
1344,Tower9,-130.15
1344,Tower10,-131.93
1345,Tower7,-123.65
1345,Tower2,-124.05
1345,Tower3,-137.38
1345,Tower1,-132.21
1345,Tower4,-129.75
1345,Tower5,-129.63
1345,Tower6,-137.88
1345,Tower8,-132.52
1345,Tower9,-130.78
1345,Tower10,-133.26
1346,Tower7,-122.64
1346,Tower2,-124.04
1346,Tower3,-138.12
1346,Tower1,-131.64
1346,Tower4,-129.61
1346,Tower5,-131.98
1346,Tower6,-137.1
1346,Tower8,-132.68
1346,Tower9,-131.59
1346,Tower10,-131.81
1347,Tower7,-122.13
1347,Tower2,-123.45
1347,Tower3,-137.7
1347,Tower1,-131.19
1347,Tower4,-128.97
1347,Tower5,-130.81
1347,Tower6,-138.01
1347,Tower8,-131.42
1347,Tower9,-132.19
1347,Tower10,-130.99
1348,Tower7,-121.86
1348,Tower2,-123.46
1348,Tower3,-138.7
1348,Tower1,-131.62
1348,Tower4,-129.62
1348,Tower5,-130.84
1348,Tower6,-137.9
1348,Tower8,-132.64
1348,Tower9,-131.34
1348,Tower10,-130.76
1349,Tower7,-122.05
1349,Tower2,-123.15
1349,Tower3,-131.95
1349,Tower1,-125.89
1349,Tower4,-129.76
1349,Tower5,-131.57
1349,Tower6,-137.41
1349,Tower8,-132.15
1349,Tower9,-131.57
1349,Tower10,-131.38
1350,Tower7,-123.6
1350,Tower2,-123.36
1350,Tower3,-137.61
1350,Tower1,-131.21
1350,Tower4,-130.25
1350,Tower5,-130.67
1350,Tower6,-137.53
1350,Tower8,-132.45
1350,Tower9,-131.74
1350,Tower10,-132.28
1351,Tower7,-122.26
1351,Tower2,-124.57
1351,Tower3,-137.63
1351,Tower1,-130.89
1351,Tower4,-130.06
1351,Tower5,-131.0
1351,Tower6,-136.73
1351,Tower8,-132.99
1351,Tower9,-131.46
1351,Tower10,-132.97
1352,Tower7,-121.83
1352,Tower2,-123.48
1352,Tower3,-136.82
1352,Tower1,-126.92
1352,Tower4,-128.65
1352,Tower5,-130.67
1352,Tower6,-137.67
1352,Tower8,-131.09
1352,Tower9,-131.99
1352,Tower10,-132.07
1353,Tower7,-122.55
1353,Tower2,-124.42
1353,Tower3,-137.59
1353,Tower1,-131.49
1353,Tower4,-128.97
1353,Tower5,-131.37
1353,Tower6,-136.92
1353,Tower8,-131.96
1353,Tower9,-130.46
1353,Tower10,-131.59
1354,Tower7,-122.66
1354,Tower2,-124.04
1354,Tower3,-138.14
1354,Tower1,-130.93
1354,Tower4,-130.34
1354,Tower5,-131.23
1354,Tower6,-138.23
1354,Tower8,-132.29
1354,Tower9,-130.83
1354,Tower10,-133.25
1355,Tower7,-122.65
1355,Tower2,-123.65
1355,Tower3,-137.05
1355,Tower1,-130.82
1355,Tower4,-128.75
1355,Tower5,-130.96
1355,Tower6,-136.93
1355,Tower8,-126.52
1355,Tower9,-130.56
1355,Tower10,-131.92
1356,Tower7,-122.59
1356,Tower2,-122.88
1356,Tower3,-137.05
1356,Tower1,-131.0
1356,Tower4,-129.19
1356,Tower5,-131.58
1356,Tower6,-137.02
1356,Tower8,-133.36
1356,Tower9,-132.11
1356,Tower10,-131.38
1357,Tower7,-122.97
1357,Tower2,-122.71
1357,Tower3,-137.19
1357,Tower1,-131.64
1357,Tower4,-127.59
1357,Tower5,-129.92
1357,Tower6,-137.0
1357,Tower8,-130.62
1357,Tower9,-130.19
1357,Tower10,-131.5
1358,Tower7,-123.01
1358,Tower2,-123.96
1358,Tower3,-137.75
1358,Tower1,-132.49
1358,Tower4,-130.59
1358,Tower5,-130.17
1358,Tower6,-137.55
1358,Tower8,-132.26
1358,Tower9,-131.69
1358,Tower10,-132.51
1359,Tower7,-122.85
1359,Tower2,-123.86
1359,Tower3,-137.26
1359,Tower1,-131.74
1359,Tower4,-129.15
1359,Tower5,-131.21
1359,Tower6,-143.37
1359,Tower8,-132.52
1359,Tower9,-130.39
1359,Tower10,-132.85
1360,Tower7,-122.45
1360,Tower2,-123.0
1360,Tower3,-136.61
1360,Tower1,-131.82
1360,Tower4,-128.63
1360,Tower5,-130.84
1360,Tower6,-137.18
1360,Tower8,-131.47
1360,Tower9,-130.7
1360,Tower10,-131.74
1361,Tower7,-122.7
1361,Tower2,-123.24
1361,Tower3,-137.57
1361,Tower1,-130.85
1361,Tower4,-129.37
1361,Tower5,-130.7
1361,Tower6,-136.52
1361,Tower8,-131.88
1361,Tower9,-130.59
1361,Tower10,-132.69
1362,Tower7,-123.33
1362,Tower2,-124.38
1362,Tower3,-138.11
1362,Tower1,-131.56
1362,Tower4,-130.13
1362,Tower5,-135.5
1362,Tower6,-137.52
1362,Tower8,-132.03
1362,Tower9,-130.64
1362,Tower10,-132.02
1363,Tower7,-122.04
1363,Tower2,-125.0
1363,Tower3,-138.01
1363,Tower1,-131.96
1363,Tower4,-129.62
1363,Tower5,-131.12
1363,Tower6,-137.11
1363,Tower8,-132.19
1363,Tower9,-129.83
1363,Tower10,-127.57
1364,Tower7,-122.89
1364,Tower2,-123.49
1364,Tower3,-132.48
1364,Tower1,-130.28
1364,Tower4,-134.2
1364,Tower5,-130.62
1364,Tower6,-138.14
1364,Tower8,-131.31
1364,Tower9,-130.97
1364,Tower10,-131.25
1365,Tower7,-122.24
1365,Tower2,-124.84
1365,Tower3,-138.07
1365,Tower1,-131.1
1365,Tower4,-130.01
1365,Tower5,-130.86
1365,Tower6,-138.04
1365,Tower8,-131.65
1365,Tower9,-131.67
1365,Tower10,-132.67
1366,Tower7,-122.04
1366,Tower2,-123.64
1366,Tower3,-138.06
1366,Tower1,-131.83
1366,Tower4,-129.53
1366,Tower5,-131.14
1366,Tower6,-137.48
1366,Tower8,-131.72
1366,Tower9,-131.61
1366,Tower10,-133.03
1367,Tower7,-123.09
1367,Tower2,-122.79
1367,Tower3,-137.5
1367,Tower1,-131.4
1367,Tower4,-129.95
1367,Tower5,-131.64
1367,Tower6,-137.74
1367,Tower8,-136.62
1367,Tower9,-130.5
1367,Tower10,-131.68
1368,Tower7,-122.53
1368,Tower2,-123.88
1368,Tower3,-136.84
1368,Tower1,-131.37
1368,Tower4,-130.11
1368,Tower5,-131.23
1368,Tower6,-138.4
1368,Tower8,-131.32
1368,Tower9,-130.69
1368,Tower10,-132.11
1369,Tower7,-123.15
1369,Tower2,-122.84
1369,Tower3,-138.13
1369,Tower1,-131.61
1369,Tower4,-129.05
1369,Tower5,-130.94
1369,Tower6,-137.52
1369,Tower8,-132.59
1369,Tower9,-131.66
1369,Tower10,-131.24
1370,Tower7,-116.7
1370,Tower2,-124.02
1370,Tower3,-142.01
1370,Tower1,-132.57
1370,Tower4,-129.18
1370,Tower5,-130.46
1370,Tower6,-137.37
1370,Tower8,-131.92
1370,Tower9,-129.96
1370,Tower10,-132.05
1371,Tower7,-122.61
1371,Tower2,-119.35
1371,Tower3,-136.78
1371,Tower1,-132.33
1371,Tower4,-129.93
1371,Tower5,-131.02
1371,Tower6,-138.09
1371,Tower8,-131.31
1371,Tower9,-131.29
1371,Tower10,-130.63
1372,Tower7,-123.61
1372,Tower2,-123.71
1372,Tower3,-137.5
1372,Tower1,-132.0
1372,Tower4,-130.4
1372,Tower5,-130.61
1372,Tower6,-138.04
1372,Tower8,-132.04
1372,Tower9,-131.57
1372,Tower10,-131.77
1373,Tower7,-122.54
1373,Tower2,-124.09
1373,Tower3,-138.25
1373,Tower1,-132.11
1373,Tower4,-130.11
1373,Tower5,-131.01
1373,Tower6,-138.48
1373,Tower8,-132.18
1373,Tower9,-130.04
1373,Tower10,-131.69
1374,Tower7,-122.4
1374,Tower2,-123.35
1374,Tower3,-136.88
1374,Tower1,-131.6
1374,Tower4,-130.37
1374,Tower5,-130.89
1374,Tower6,-136.91
1374,Tower8,-132.35
1374,Tower9,-131.25
1374,Tower10,-131.47
1375,Tower7,-121.43
1375,Tower2,-123.57
1375,Tower3,-136.94
1375,Tower1,-130.18
1375,Tower4,-129.98
1375,Tower5,-131.88
1375,Tower6,-137.6
1375,Tower8,-131.82
1375,Tower9,-130.98
1375,Tower10,-131.54
1376,Tower7,-122.74
1376,Tower2,-124.4
1376,Tower3,-137.86
1376,Tower1,-131.66
1376,Tower4,-129.17
1376,Tower5,-132.07
1376,Tower6,-137.59
1376,Tower8,-132.73
1376,Tower9,-130.97
1376,Tower10,-132.28
1377,Tower7,-123.09
1377,Tower2,-124.35
1377,Tower3,-137.94
1377,Tower1,-130.44
1377,Tower4,-134.23
1377,Tower5,-131.21
1377,Tower6,-142.05
1377,Tower8,-132.91
1377,Tower9,-130.82
1377,Tower10,-127.87
1378,Tower7,-122.61
1378,Tower2,-123.51
1378,Tower3,-137.26
1378,Tower1,-131.11
1378,Tower4,-135.38
1378,Tower5,-130.3
1378,Tower6,-136.98
1378,Tower8,-131.73
1378,Tower9,-130.69
1378,Tower10,-132.61
1379,Tower7,-122.09
1379,Tower2,-123.91
1379,Tower3,-137.02
1379,Tower1,-130.57
1379,Tower4,-128.77
1379,Tower5,-131.42
1379,Tower6,-137.61
1379,Tower8,-132.54
1379,Tower9,-136.28
1379,Tower10,-131.12
1380,Tower7,-122.64
1380,Tower2,-122.99
1380,Tower3,-136.7
1380,Tower1,-130.55
1380,Tower4,-129.53
1380,Tower5,-130.51
1380,Tower6,-138.3
1380,Tower8,-131.85
1380,Tower9,-131.55
1380,Tower10,-132.29
1381,Tower7,-121.79
1381,Tower2,-123.94
1381,Tower3,-136.85
1381,Tower1,-131.63
1381,Tower4,-129.35
1381,Tower5,-130.86
